id,dataset_id,description,description_chinese,translation_status,translation_error
194,ercot_sced_load_resource_60_day,"SCED load resource data. Published with 60 day delay. Contains bid curves, telemetry, and other data.


With this data you can construct the actual operations and instructions for each load resource in ERCOT. As an example, with this data it is possible to understand a resource's typical adherence to schedule and instructions by comparing the base points (an output from SCED) and their real power consumption using the columns `base_point` and `real_power_consumption`.

For most load resources, ancillary service schedules can also be derived from this dataset. However, because energy storage resources are generation resources when discharging, it is necessary to refer to the [ERCOT SCED Generation Resource 60 Day](https://www.gridstatus.io/datasets/ercot_sced_gen_resource_60_day) dataset for a complete picture of their obligations.

⚠️ Beginning with data for 12/5/2025, the active columns in this dataset changed due to ERCOT's implementation of RTC+B. Changes include the retirement of columns, which will be null going forward, and the addition of new columns, which will be null prior to 12/5/2025.

New columns post RTC+B:
* ramp_rate_up
* ramp_rate_down
* as_capability_regup
* as_capability_regdown
* as_capability_ecrs
* as_capability_nonspin
* as_awards_nonspin
* as_awards_rrsffr
* as_awards_rrspfr
* as_awards_rrsufr
* as_awards_ecrs
* as_awards_regup
* as_awards_regdown
* self_provided_rrsffr
* self_provided_rrsufr
* self_provided_ecrs
 
Columns without new data post-RTC+B:
* as_responsibility_for_rrs
* as_responsibility_for_rrsffr
* as_responsibility_for_nonspin
* as_responsibility_for_regup
* as_responsibility_for_regdown
* as_responsibility_for_ecrs
* hasl
* lasl","安全约束经济调度（SCED）的负荷资源数据。延迟60天发布。包含报价曲线、遥测数据及其他信息。

利用这些数据，可以重现ERCOT（德克萨斯州电力可靠性委员会）中每个负荷资源的实际运行和指令。例如，通过使用列 base_point 和 real_power_consumption 对比基点（SCED的输出）和实际的有功功率消耗，可以了解资源对计划和指令的典型遵从情况。

对于大多数负荷资源，辅助服务调度也可以从此数据集中推导得出。然而，由于储能资源在放电时属于发电资源，需要参考 ERCOT SCED 发电资源数据（60天延迟） 数据集才能全面了解其运行义务。

⚠️ 从2025年12月5日的数据开始，由于ERCOT实施了RTC+B，此数据集中的有效列发生了变化。变化包括某些列的废弃（这些列后续将变为空值），以及新增了部分列（这些列在2025年12月5日之前将为空值）。

RTC+B之后的新增列：
* ramp_rate_up（上调速率）
* ramp_rate_down（下调速率）
* as_capability_regup（上调频能力）
* as_capability_regdown（下调频能力）
* as_capability_ecrs（ECRS能力）
* as_capability_nonspin（非旋转备用能力）
* as_awards_nonspin（非旋转备用中标量）
* as_awards_rrsffr（RRSFFR中标量）
* as_awards_rrspfr（RRSPFR中标量）
* as_awards_rrsufr（RRSUFR中标量）
* as_awards_ecrs（ECRS中标量）
* as_awards_regup（上调频中标量）
* as_awards_regdown（下调频中标量）
* self_provided_rrsffr（自提供的RRSFFR）
* self_provided_rrsufr（自提供的RRSUFR）
* self_provided_ecrs（自提供的ECRS）

RTC+B后不再有新数据的列：
* as_responsibility_for_rrs（RRS责任）
* as_responsibility_for_rrsffr（RRSFFR责任）
* as_responsibility_for_nonspin（非旋转备用责任）
* as_responsibility_for_regup（上调频责任）
* as_responsibility_for_regdown（下调频责任）
* as_responsibility_for_ecrs（ECRS责任）
* hasl（高辅助服务限值）
* lasl（低辅助服务限值）",done,
195,ercot_sced_resource_as_offers_60_day,ERCOT resource offers to provide ancillary services in SCED. This data is posted on a 60-day delay from the market day.,ERCOT（德克萨斯州电力可靠性委员会）中资源在安全约束经济调度（SCED）中提供辅助服务的报价。此数据在市场日后延迟60天发布。,done,
196,ercot_sced_smne_60_day,"SCED Settlement Metered Net Energy (SMNE) for Generation Resources data, published with a 60-day delay.",发电资源的安全约束经济调度（SCED）结算计量净能量（SMNE）数据，延迟60天发布。,done,
197,ercot_sced_system_lambda,"System Lambda (λ) as reported by ERCOT. System Lambda is the Shadow Price for the system-wide Power Balance constraint.

The Shadow Price for the Power Balance constraint represents system costs to serve the last MW of load.

💡 λ is the cost of providing one MWh of energy at the reference bus and is therefore the energy component of the LMP at each Settlement Point.","ERCOT（德克萨斯州电力可靠性委员会）报告的系统边际价格（λ）。系统λ是系统范围功率平衡约束的影子价格。

功率平衡约束的影子价格代表为满足最后一兆瓦负荷所需的系统成本。

💡 λ 是在参考母线处提供一兆瓦时能量的成本，因此它是每个结算点节点边际电价（LMP）的能量分量。",done,
198,ercot_settlement_points_electrical_bus_mapping,"Mapping between settlement points and electrical buses in ERCOT. Includes Load Zone for settlement points, (column name is `resource_node`). Updated weekly.",ERCOT（德克萨斯州电力可靠性委员会）中结算点与电力母线之间的映射关系。包含结算点的负荷区信息（列名为 resource_node）。每周更新一次。,done,
199,ercot_shadow_prices_dam,"The active and binding constraints as well as the associated shadow prices from the Day-Ahead Market

Data in hourly intervals and released once per day around 1 PM Central for the next operating day.","来自日前市场的有效约束、绑定约束及其相关的影子价格。

数据为小时级间隔，每日中部时间下午1点左右发布一次，针对下一个运行日。",done,
200,ercot_shadow_prices_sced,"The report for Shadow Prices of binding/violated constraints in SCED. The report shows the contingency name,
overloaded element details (element name, from/to station name and kV level), Shadow Price ( price for resolving
one MW of the constraint), Penalty for violating the constraint (MaxShadow Price), overloaded element limit and
flow (value)pairs that caused such constraint.

Data released every 1 hour.","安全约束经济调度（SCED）中绑定/违反约束的影子价格报告。该报告显示事故名称、过载元件详情（元件名称、起始/终止站点名称及电压等级）、影子价格（解决一兆瓦约束的成本）、违反约束的惩罚（最大影子价格），以及导致该约束的过载元件限值和潮流（值）对。

数据每小时发布一次。",done,
201,ercot_short_term_system_adequacy,"ERCOT Short-term system adequacy.

The available On-Line Resource capacity for Generation Resources and the available
capacity for Load Resources, for each hour of the current day and six days forward.
","ERCOT（德克萨斯州电力可靠性委员会）短期系统充裕度。

包含发电资源的可用在线资源容量以及负荷资源的可用容量，覆盖当前日及未来六天中的每个小时。",done,
202,ercot_solar_actual_and_forecast_by_geo_region_hourly,"Hourly solar report with forecasts as published by ERCOT.

This report is published each hour and includes System-wide and geographic regional hourly averaged solar power production, forecasts, and the High Sustainable Limit (HSL) of online resources in the Current Operating Plan (COP). HSL is ERCOT's forecast of uncurtailed power generation potential.

The STPPF and PVGRPP values are forecasts representing a 50% and 80% chance of exceedance respectively. These forecasts are produced for a rolling 168-hour future period with each hourly report.","ERCOT（德克萨斯州电力可靠性委员会）发布的小时级太阳能报告及预测。

此报告每小时发布一次，包含系统范围和地理区域的小时平均太阳能发电量、预测值，以及当前运行计划（COP）中在线资源的高持续限值（HSL）。HSL是ERCOT对未削减发电潜力的预测。

STPPF和PVGRPP值分别代表超出概率为50%和80%的预测值。这些预测伴随每小时的报告，针对未来滚动168小时周期生成。",done,
203,ercot_solar_actual_and_forecast_hourly,"Hourly solar report with forecasts as published by ERCOT.

This report is published each hour and includes System-wide hourly averaged solar power production, forecasts, and the High Sustainable Limit (HSL) of online resources in the Current Operating Plan (COP). HSL is ERCOT's forecast of uncurtailed power generation potential.

The STPPF and PVGRPP values are forecasts representing a 50% and 80% chance of exceedance respectively. These forecasts are produced for a rolling 168-hour future period with each hourly report.","ERCOT（德克萨斯州电力可靠性委员会）发布的小时级太阳能报告及预测。

此报告每小时发布一次，包含系统范围的小时平均太阳能发电量、预测值，以及当前运行计划（COP）中在线资源的高持续限值（HSL）。HSL是ERCOT对未削减发电潜力的预测。

STPPF和PVGRPP值分别代表超出概率为50%和80%的预测值。这些预测伴随每小时的报告，针对未来滚动168小时周期生成。",done,
204,ercot_spp_dart_15_min,DART spread in ERCOT between day-ahead hourly SPPs and real-time 15-minute SPPs. Hourly day-ahead values are brought to a 15-minute interval across the hour for the purposes of this dataset.,ERCOT（德克萨斯州电力可靠性委员会）中日前小时级SPP（影子价格）与实时15分钟SPP之间的DART（日前与实时价差）价差。在本数据集中，小时日前价格数值在该小时内被转换为15分钟间隔数据。,done,
205,ercot_spp_day_ahead_hourly,"Settlement Point Prices in hourly intervals as reported by ERCOT from the day-ahead market run. These are derived from LMPs as well as price adders to calculate prices used in settlements. SPPs are calculated for Resource Nodes, Load Zones, and Hubs. 

The location types present are:

- *Trading Hub*
- *Load Zone DC Tie*
- *Resource Node*
- *Load Zone*

💡 There are many fewer settlement point locations than buses. Keeping this in mind can help to slim down initial ERCOT analyses before turning to individual bus locations.","ERCOT（德克萨斯州电力可靠性委员会）从日前市场运行中报告的结算点价格（SPP），数据为小时级间隔。这些价格由节点边际电价（LMP）和价格加价推导得出，用于计算结算价格。SPP针对资源节点、负荷区和枢纽进行计算。

存在的位置类型包括：

- 交易枢纽
- 负荷区直流联络线
- 资源节点
- 负荷区

💡 结算点的数量远少于母线数量。在进行ERCOT初步分析时，记住这一点有助于在转向单个母线位置之前简化分析工作。",done,
206,ercot_spp_day_ahead_price_corrections,"Day-Ahead corrected settlement point prices (SPPs) in ERCOT. These prices are irregularly updated by ERCOT in the event of necessary price corrections or errors. These are derived from LMPs as well as price adders to calculate prices used in settlements. SPPs are calculated for Resource Nodes, Load Zones, and Hubs.

The location types present are:

Trading Hub
Load Zone Energy Weighted
Load Zone DC Tie
Resource Node
Load Zone
Load Zone DC Tie Energy Weighted
💡 There are many fewer settlement point locations than buses. Keeping this in mind can help to slim down initial ERCOT analyses before turning to individual bus locations.
","ERCOT（德克萨斯州电力可靠性委员会）中经过修正的日前结算点价格（SPP）。当需要进行必要的价格修正或数据存在错误时，ERCOT会不定期更新这些价格。这些价格由节点边际电价（LMP）和价格加价推导得出，用于计算结算价格。SPP针对资源节点、负荷区和枢纽进行计算。

存在的位置类型包括：

交易枢纽
负荷区能量加权
负荷区直流联络线
资源节点
负荷区
负荷区直流联络线能量加权
💡 结算点的数量远少于母线数量。在进行ERCOT初步分析时，记住这一点有助于在转向单个母线位置之前简化分析工作。",done,
